entry_date,exit_date,entry_price,exit_price,ret_x,days_held,reason,K,S_entry,S_exit,ticker
2019-09-13 04:00:00,2019-09-16 04:00:00,0.0008515739845407211,0.0005961017891785047,0.7,1,protect_stop,49.21875,54.6875,54.974998474121094,AAPL
2019-09-17 04:00:00,2019-09-18 04:00:00,0.0008591651464584515,0.0006014156025209161,0.7,1,protect_stop,49.65749931335449,55.17499923706055,55.692501068115234,AAPL
2019-09-19 04:00:00,2019-09-20 04:00:00,0.0008601773409822044,0.001606846939345985,1.868041463997629,1,tp,49.71600151062012,55.2400016784668,54.432498931884766,AAPL
2019-09-23 04:00:00,2019-09-25 04:00:00,0.0913934159658707,0.14314657588745128,1.5662679239487767,2,tp,57.30205115839565,54.68000030517578,55.25749969482422,AAPL
2019-09-26 04:00:00,2019-09-30 04:00:00,0.09188230645936546,0.2345804560490503,2.5530536301109557,2,tp,57.60857682846677,54.97249984741211,55.99250030517578,AAPL
2019-10-01 04:00:00,2019-10-02 04:00:00,0.0008743085626008451,0.004494205166224674,5.140296410749495,1,tp,50.53274917602539,56.147499084472656,54.7400016784668,AAPL
2019-10-03 04:00:00,2019-10-04 04:00:00,0.0008596323360166025,0.0006017426352116217,0.7,1,protect_stop,49.68450164794922,55.20500183105469,56.752498626708984,AAPL
2019-10-07 04:00:00,2019-10-08 04:00:00,0.0008839240541718141,0.0012293738327855408,1.3908138679825761,1,tp,51.08849945068359,56.76499938964844,56.099998474121094,AAPL
2019-10-09 04:00:00,2019-10-10 04:00:00,0.0008838072716343959,0.0006186650901440771,0.7,1,protect_stop,51.0817497253418,56.75749969482422,57.522499084472656,AAPL
2019-10-11 04:00:00,2019-10-14 04:00:00,0.0009195442130547349,0.0006436809491383144,0.7,1,protect_stop,53.147251510620116,59.0525016784668,58.967498779296875,AAPL
2019-10-15 04:00:00,2019-10-16 04:00:00,0.0009603643529203509,0.0006722550470442456,0.7,1,protect_stop,52.94700164794922,58.83000183105469,58.592498779296875,AAPL
2019-10-17 04:00:00,2019-10-18 04:00:00,0.0009738978398701192,0.0006817284879090834,0.7,1,protect_stop,52.9379997253418,58.81999969482422,59.102500915527344,AAPL
2019-10-21 04:00:00,2019-10-22 04:00:00,0.0006180970437696942,0.0004326679306387859,0.7,1,protect_stop,54.11474876403809,60.127498626708984,59.9900016784668,AAPL
2019-10-23 04:00:00,2019-10-25 04:00:00,0.09846587475502844,0.18756516252212307,1.9048747902637664,2,tp,63.61586886269929,60.79499816894531,61.64500045776367,AAPL
2019-10-28 04:00:00,2019-10-29 04:00:00,0.09717980104694757,0.06802586073286329,0.7,1,sl_underlying_atr,65.04200273456354,62.26250076293945,60.8224983215332,AAPL
2019-10-30 04:00:00,2019-10-31 04:00:00,0.000948113129126682,0.0006636791903886774,0.7,1,protect_stop,54.73349876403809,60.814998626708984,62.189998626708984,AAPL
2019-11-01 04:00:00,2019-11-04 05:00:00,0.10505451961652401,0.1377686677736989,1.311401625333112,1,tp,66.96655545642655,63.95500183105469,64.375,AAPL
2019-11-05 05:00:00,2019-11-06 05:00:00,0.00036534188279091495,0.00025573931795364047,0.7,1,protect_stop,57.854251098632815,64.28250122070312,64.30999755859375,AAPL
2019-11-07 05:00:00,2019-11-08 05:00:00,0.00017995022118100223,0.00012596515482670155,0.7,1,protect_stop,58.37174835205078,64.85749816894531,65.03500366210938,AAPL
2019-11-11 05:00:00,2019-11-12 05:00:00,4.291938744671597e-05,3.004357121270118e-05,0.7,1,protect_stop,58.99500274658203,65.55000305175781,65.48999786376953,AAPL
2019-11-13 05:00:00,2019-11-15 05:00:00,3.640598409759832e-05,2.5484188868318824e-05,0.7,2,protect_stop,59.505750274658205,66.11750030517578,66.44000244140625,AAPL
2019-11-18 05:00:00,2019-11-19 05:00:00,5.2232645707306347e-05,3.656285199511444e-05,0.7,1,protect_stop,60.09750137329102,66.7750015258789,66.57250213623047,AAPL
2019-11-20 05:00:00,2019-11-21 05:00:00,8.283430483402299e-05,5.798401338381609e-05,0.7,1,protect_stop,59.217750549316406,65.79750061035156,65.50250244140625,AAPL
2019-11-22 05:00:00,2019-11-25 05:00:00,0.09067234263094726,0.32996722107489873,3.639116532126281,1,tp,68.02618160791677,65.44499969482422,66.59249877929688,AAPL
2019-11-26 05:00:00,2019-11-27 05:00:00,0.00014658438189485423,0.00010260906732639796,0.7,1,protect_stop,59.46525192260742,66.07250213623047,66.95999908447266,AAPL
2019-11-29 05:00:00,2019-12-02 05:00:00,0.08476969864081418,0.05933878904856992,0.7,1,sl_underlying_atr,69.21842429412952,66.8125,66.04000091552734,AAPL
2019-12-03 05:00:00,2019-12-04 05:00:00,0.07318297285188713,0.16028035702066212,2.1901318131069756,1,tp,66.93249833211033,64.86250305175781,65.43499755859375,AAPL
2019-12-05 05:00:00,2019-12-06 05:00:00,0.07938444275996126,0.3971021711354368,5.002266909351176,1,tp,68.64400896640866,66.3949966430664,67.67749786376953,AAPL
2019-12-09 05:00:00,2019-12-10 05:00:00,5.370481795807791e-05,3.7593372570654535e-05,0.7,1,protect_stop,60.057003021240234,66.7300033569336,67.12000274658203,AAPL
2019-12-11 05:00:00,2019-12-12 05:00:00,5.938812511629976e-05,4.157168758140983e-05,0.7,1,protect_stop,60.923247528076175,67.69249725341797,67.86499786376953,AAPL
2019-12-13 05:00:00,2019-12-16 05:00:00,7.632525889533781e-05,5.342768122673646e-05,0.7,1,protect_stop,61.908748626708984,68.7874984741211,69.96499633789062,AAPL
2019-12-17 05:00:00,2019-12-18 05:00:00,8.90520380636417e-05,6.233642664454919e-05,0.7,1,protect_stop,63.09225082397461,70.10250091552734,69.93499755859375,AAPL
2019-12-19 05:00:00,2019-12-20 05:00:00,8.605720705645581e-05,6.0240044939519065e-05,0.7,1,protect_stop,63.00449752807617,70.00499725341797,69.86000061035156,AAPL
2019-12-23 05:00:00,2019-12-24 05:00:00,6.806297731998256e-05,4.764408412398779e-05,0.7,1,protect_stop,63.9,71.0,71.06749725341797,AAPL
2019-12-26 05:00:00,2019-12-27 05:00:00,8.243348921155302e-05,5.770344244808711e-05,0.7,1,protect_stop,65.22975082397461,72.47750091552734,72.44999694824219,AAPL
2019-12-30 05:00:00,2019-12-31 05:00:00,0.09609924179619256,0.16928374902547283,1.7615513490157404,1,tp,75.61092675371032,72.87999725341797,73.4124984741211,AAPL
