Date,Open,High,Low,Close,Volume
2019-09-19 04:00:00+00:00,129.5,130.26,128.5,128.83,2608100
2019-09-20 04:00:00+00:00,128.3,128.75,126.22,126.67,7471500
2019-09-23 04:00:00+00:00,126.67,128.35,126.31,127.77,3946200
2019-09-24 04:00:00+00:00,128.77,128.81,124.9,125.81,4694600
2019-09-25 04:00:00+00:00,125.3,128.33,124.53,127.74,3293400
2019-09-26 04:00:00+00:00,128.28,128.67,126.64,128.11,3297700
2019-09-27 04:00:00+00:00,129.52,129.64,125.86,127.14,5263500
2019-09-30 04:00:00+00:00,127.69,129.4,127.57,129.24,4233400
2019-10-01 04:00:00+00:00,130.0,131.8,127.59,128.59,5093900
2019-10-02 04:00:00+00:00,127.26,127.78,126.22,126.84,5334600
2019-10-03 04:00:00+00:00,127.27,129.25,125.86,128.7,5199700
2019-10-04 04:00:00+00:00,129.31,130.31,128.99,130.14,3893000
2019-10-07 04:00:00+00:00,130.04,130.49,128.74,128.85,2426200
2019-10-08 04:00:00+00:00,127.42,127.87,123.63,124.98,4769100
2019-10-09 04:00:00+00:00,126.75,128.18,126.32,127.44,2884800
2019-10-10 04:00:00+00:00,127.86,129.37,127.1,127.73,2679300
2019-10-11 04:00:00+00:00,130.1,131.76,129.56,130.09,4717200
2019-10-14 04:00:00+00:00,129.58,129.94,129.07,129.75,2292900
2019-10-15 04:00:00+00:00,130.28,132.2,129.79,131.69,2955400
2019-10-16 04:00:00+00:00,130.83,131.45,129.19,129.5,4537600
2019-10-17 04:00:00+00:00,130.9,131.39,128.81,130.13,3003500
2019-10-18 04:00:00+00:00,129.79,130.42,128.55,129.46,4126000
2019-10-21 04:00:00+00:00,130.74,131.02,129.65,130.93,3355100
2019-10-22 04:00:00+00:00,130.27,131.1,128.23,128.57,5518900
2019-10-23 04:00:00+00:00,116.8,121.62,115.87,118.95,18450000
2019-10-24 04:00:00+00:00,118.81,120.29,117.32,118.41,6205400
2019-10-25 04:00:00+00:00,118.51,120.69,118.51,120.51,4788200
2019-10-28 04:00:00+00:00,121.06,122.1,119.24,120.0,6492900
2019-10-29 04:00:00+00:00,120.52,120.92,119.52,120.29,4622200
2019-10-30 04:00:00+00:00,119.73,120.07,117.58,117.79,5276200
2019-10-31 04:00:00+00:00,117.65,118.31,116.49,117.99,4778400
2019-11-01 04:00:00+00:00,119.19,119.59,117.87,118.04,4430100
2019-11-04 05:00:00+00:00,119.92,121.41,119.48,120.97,5175400
2019-11-05 05:00:00+00:00,121.1,121.73,119.66,119.86,3994500
2019-11-06 05:00:00+00:00,119.67,120.55,118.86,120.36,3904700
2019-11-07 05:00:00+00:00,120.94,121.86,119.08,119.92,4271200
2019-11-08 05:00:00+00:00,119.7,120.14,118.82,120.11,3804900
2019-11-11 05:00:00+00:00,119.07,119.7,117.97,118.08,5165300
2019-11-12 05:00:00+00:00,118.18,119.91,118.18,119.02,4761100
2019-11-13 05:00:00+00:00,118.06,118.96,117.61,118.42,4928800
2019-11-14 05:00:00+00:00,118.19,118.36,116.78,117.57,4568500
2019-11-15 05:00:00+00:00,118.57,118.76,117.56,118.0,4496800
2019-11-18 05:00:00+00:00,117.92,118.29,117.17,117.89,5337700
2019-11-19 05:00:00+00:00,118.48,118.48,116.98,117.84,3860600
2019-11-20 05:00:00+00:00,117.25,117.7,115.49,116.23,4368600
2019-11-21 05:00:00+00:00,116.2,116.35,114.59,116.1,5447700
2019-11-22 05:00:00+00:00,116.73,117.53,116.55,117.01,3008900
2019-11-25 05:00:00+00:00,117.79,119.47,117.71,119.01,3726400
2019-11-26 05:00:00+00:00,119.04,119.5,117.89,119.13,7099700
2019-11-27 05:00:00+00:00,119.91,121.81,119.5,121.73,4876200
2019-11-29 05:00:00+00:00,121.15,121.64,119.99,120.21,3498900
2019-12-02 05:00:00+00:00,120.12,120.19,117.91,118.79,4733500
2019-12-03 05:00:00+00:00,117.15,117.97,116.06,117.75,5307100
2019-12-04 05:00:00+00:00,119.98,121.47,119.41,120.28,4537600
