Date,Open,High,Low,Close,Volume
2019-09-13 04:00:00+00:00,301.78,302.17,300.68,301.09,62104800
2019-09-16 04:00:00+00:00,299.84,301.14,299.45,300.16,58191200
2019-09-17 04:00:00+00:00,299.94,301.02,299.75,300.92,41475500
2019-09-18 04:00:00+00:00,300.49,301.22,298.24,301.1,73375800
2019-09-19 04:00:00+00:00,301.53,302.63,300.71,301.08,76560500
2019-09-20 04:00:00+00:00,300.36,300.67,297.41,298.28,89565000
2019-09-23 04:00:00+00:00,297.55,299.0,297.27,298.21,43476800
2019-09-24 04:00:00+00:00,299.41,299.84,294.81,295.87,94869400
2019-09-25 04:00:00+00:00,295.96,298.11,294.33,297.62,71854000
2019-09-26 04:00:00+00:00,297.63,297.86,295.45,297.0,56179700
2019-09-27 04:00:00+00:00,297.83,297.95,293.69,295.4,84746600
2019-09-30 04:00:00+00:00,295.97,297.55,295.92,296.77,51662400
2019-10-01 04:00:00+00:00,297.74,298.46,293.0,293.24,88242400
2019-10-02 04:00:00+00:00,291.5,291.51,286.64,288.06,122539500
2019-10-03 04:00:00+00:00,287.81,290.45,284.82,290.42,85278800
2019-10-04 04:00:00+00:00,291.14,294.63,291.08,294.35,65091200
2019-10-07 04:00:00+00:00,293.47,295.26,292.77,293.08,59610500
2019-10-08 04:00:00+00:00,291.04,291.85,288.49,288.53,95708100
2019-10-09 04:00:00+00:00,290.75,292.3,290.06,291.27,62359400
2019-10-10 04:00:00+00:00,291.18,294.21,291.0,293.24,55296300
2019-10-11 04:00:00+00:00,296.27,298.74,296.14,296.28,98720400
2019-10-14 04:00:00+00:00,295.93,296.67,295.57,295.95,40394800
2019-10-15 04:00:00+00:00,297.1,299.7,296.97,298.88,46754500
2019-10-16 04:00:00+00:00,298.37,299.16,297.92,298.4,48928200
2019-10-17 04:00:00+00:00,299.68,300.24,298.52,299.28,45736600
2019-10-18 04:00:00+00:00,298.69,299.4,297.03,297.97,64304000
2019-10-21 04:00:00+00:00,299.42,300.21,298.94,299.99,39048600
2019-10-22 04:00:00+00:00,300.58,300.9,298.91,299.01,48594700
2019-10-23 04:00:00+00:00,298.73,299.94,298.5,299.88,34352200
2019-10-24 04:00:00+00:00,300.91,301.07,299.46,300.37,35453100
2019-10-25 04:00:00+00:00,299.74,302.2,299.68,301.6,45205400
2019-10-28 04:00:00+00:00,302.94,303.85,302.91,303.3,42147000
2019-10-29 04:00:00+00:00,303.0,304.23,302.86,303.21,44284900
