Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2025-03-18,213.23066628615402,214.2163605039484,210.57225445008928,211.7670440673828,211.7670440673828,42432400,AAPL
2025-03-19,213.29037609854922,217.81066771448715,212.82241448637808,214.3059539794922,214.3059539794922,54385400,AAPL
2025-03-20,213.0614056873257,216.54621759798974,211.29908226715483,213.17092895507812,213.17092895507812,48862900,AAPL
2025-03-21,210.6419412957371,217.8903488075446,210.36315756009637,217.3228302001953,217.3228302001953,94127800,AAPL
2025-03-24,220.04097309502072,220.5188858867363,217.63147647971348,219.7721405029297,219.7721405029297,44299500,AAPL
2025-03-25,219.81198848707382,223.1275400112128,219.12498026235477,222.779052734375,222.779052734375,34493600,AAPL
2025-03-26,222.5400680439697,224.04352508950674,219.51326687455483,220.56866455078125,220.56866455078125,34466100,AAPL
2025-03-27,220.4292696466093,224.0136533961419,219.6028696378956,222.87860107421875,222.87860107421875,37094800,AAPL
2025-03-28,220.7080664246457,222.8387793372666,216.73537546649092,216.9544219970703,216.9544219970703,39818600,AAPL
2025-03-31,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,221.1660614013672,65299300,AAPL
2025-04-01,218.85614379144315,222.70934527111467,217.95008904171658,222.2214813232422,222.2214813232422,36412700,AAPL
2025-04-02,220.35960203797094,224.2128035366635,220.06090083198967,222.91844177246094,222.91844177246094,35905900,AAPL
2025-04-03,204.64803566499702,206.58958563447752,200.37665915579902,202.30824279785156,202.30824279785156,103419000,AAPL
2025-04-04,193.0486144227304,199.01262630823254,186.52703508606032,187.56253051757812,187.56253051757812,125910900,AAPL
2025-04-07,176.43103817745248,193.30748067285785,173.86223225537526,180.6725616455078,180.6725616455078,160466300,AAPL
2025-04-08,185.88979780340043,189.51400113284038,168.4757067407598,171.67176818847656,171.67176818847656,120859500,AAPL
2025-04-09,171.20381523449285,199.7394480269994,171.14407803694525,197.98709106445312,197.98709106445312,184395900,AAPL
2025-04-10,188.24954112448538,193.93475416517637,182.20587449762067,189.5936737060547,189.5936737060547,121880000,AAPL
2025-04-11,185.2924188893916,198.67408279715283,185.2525839628914,197.2901153564453,197.2901153564453,87435900,AAPL
2025-04-14,210.52246440005902,212.01595519155484,200.28707539108044,201.64117431640625,201.64117431640625,101352900,AAPL
2025-04-15,200.98401841430368,202.62685207462172,198.93296032454862,201.26280212402344,201.26280212402344,51343900,AAPL
2025-04-16,197.49920369317184,199.8290454554037,191.53519224238798,193.4269561767578,193.4269561767578,59732400,AAPL
2025-04-17,196.34424488667963,197.9671763411939,193.5763099497932,196.1251983642578,196.1251983642578,52164700,AAPL
2025-04-21,192.43130060162235,192.958999427942,188.98630873883343,192.32177734375,192.32177734375,46742500,AAPL
2025-04-22,195.26894368988752,200.715208155226,195.1196006832811,198.8732452392578,198.8732452392578,52976400,AAPL
2025-04-23,205.10606155750318,207.09738254349836,201.9199510184256,203.71214294433594,203.71214294433594,52929200,AAPL
2025-04-24,204.00088023313933,207.92378505310097,202.0593452871763,207.4657745361328,207.4657745361328,47311000,AAPL
2025-04-25,205.47445049920006,208.8397878176709,205.30519003897632,208.371826171875,208.371826171875,38222300,AAPL
2025-04-28,209.08871177088434,210.5822025692478,206.55974070372147,209.2281036376953,209.2281036376953,38743100,AAPL
2025-04-29,207.78438836336602,211.31898611202763,207.46576971677675,210.29345703125,210.29345703125,36827600,AAPL
2025-04-30,208.39173986928208,212.65316547487808,205.7731479657814,211.57785034179688,211.57785034179688,52286500,AAPL
2025-05-01,208.1726964341785,213.62891164873253,207.99346964638974,212.39430236816406,212.39430236816406,57365700,AAPL
2025-05-02,205.19567188008233,206.0917754590827,201.2827333487594,204.45889282226562,204.45889282226562,101010600,AAPL
2025-05-05,202.21865389928206,203.21431440062256,197.34987465543003,198.02691650390625,198.02691650390625,69018500,AAPL
2025-05-06,197.34988881133353,199.77928784710326,196.16505029893813,197.64857482910156,197.64857482910156,51216500,AAPL
