contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250919C00150000,2025-09-12 19:41:32+00:00,150.0,507.42,506.06,508.8,9.900024,1.9898746,15.0,440,3.5312511718749997,True,REGULAR,USD
SPY250919C00155000,2025-04-25 14:34:50+00:00,155.0,391.53,423.15,426.33,0.0,0.0,79.0,83,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00160000,2025-04-30 20:00:15+00:00,160.0,396.11,428.6,431.29,0.0,0.0,10.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00165000,2025-08-07 18:43:22+00:00,165.0,465.52,480.67,483.48,0.0,0.0,9.0,245,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00170000,2025-06-16 14:34:31+00:00,170.0,434.54,458.1,460.21,0.0,0.0,1.0,80,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00175000,2025-04-10 13:31:26+00:00,175.0,359.41,389.15,392.49,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00180000,2025-05-30 14:49:36+00:00,180.0,410.32,439.27,442.81,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00190000,2025-04-11 13:30:00+00:00,190.0,336.6,374.42,377.76,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00195000,2025-04-11 13:30:00+00:00,195.0,331.76,369.52,372.86,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00200000,2025-08-15 17:18:16+00:00,200.0,445.04,456.11,458.83,0.0,0.0,1.0,9,3.1250021875,True,REGULAR,USD
SPY250919C00205000,2025-04-11 13:30:00+00:00,205.0,322.07,359.71,363.05,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00210000,2025-08-15 18:10:32+00:00,210.0,435.38,446.11,448.83,0.0,0.0,1.0,1,3.0000025,True,REGULAR,USD
SPY250919C00215000,2025-07-31 19:53:07+00:00,215.0,417.35,429.04,431.84,0.0,0.0,,9,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00220000,2025-03-07 17:35:06+00:00,220.0,351.87,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00225000,2025-05-01 13:51:38+00:00,225.0,338.21,364.66,367.25,0.0,0.0,79.0,79,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00230000,2025-07-09 14:55:18+00:00,230.0,393.6,408.08,410.75,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00235000,2025-05-01 13:40:56+00:00,235.0,327.75,354.72,357.38,0.0,0.0,79.0,79,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00240000,2025-04-09 13:30:00+00:00,240.0,259.02,325.4,328.74,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250919C00245000,2025-08-15 18:01:28+00:00,245.0,400.53,411.12,413.85,0.0,0.0,1.0,7,2.6601595996093756,True,REGULAR,USD
SPY250919C00250000,2025-09-09 17:11:24+00:00,250.0,399.8,406.13,408.85,0.0,0.0,4.0,17,2.6250034375,True,REGULAR,USD
SPY250919C00255000,2025-04-09 13:30:00+00:00,255.0,244.66,310.7,314.05,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
