Date,equity,ret,ticker
2019-09-19 04:00:00,1.006172379596865,0.0,AMAT
2019-09-20 04:00:00,1.006172379596865,0.0,AMAT
2019-09-23 04:00:00,1.006172379596865,0.0,AMAT
2019-09-24 04:00:00,0.9440676009293391,-0.061723795968647854,AMAT
2019-09-25 04:00:00,0.9440676009293391,0.0,AMAT
2019-09-26 04:00:00,0.9440676009293391,0.0,AMAT
2019-09-27 04:00:00,0.9440676009293391,0.0,AMAT
2019-09-30 04:00:00,0.9440676009293391,0.0,AMAT
2019-10-01 04:00:00,0.9440676009293391,0.0,AMAT
2019-10-02 04:00:00,0.9440676009293391,0.0,AMAT
2019-10-03 04:00:00,1.2611228522414137,0.33583956381933433,AMAT
2019-10-04 04:00:00,1.2611228522414137,0.0,AMAT
2019-10-07 04:00:00,1.2611228522414137,0.0,AMAT
2019-10-08 04:00:00,1.2611228522414137,0.0,AMAT
2019-10-09 04:00:00,1.1832815626182656,-0.06172379596864774,AMAT
2019-10-10 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-11 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-14 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-15 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-16 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-17 04:00:00,1.1832815626182656,0.0,AMAT
2019-10-18 04:00:00,1.4824125929870218,0.2527978461076199,AMAT
2019-10-21 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-22 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-23 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-24 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-25 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-28 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-29 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-30 04:00:00,1.4824125929870218,0.0,AMAT
2019-10-31 04:00:00,4.0458343359956475,1.7292228595032366,AMAT
2019-11-01 04:00:00,4.0458343359956475,0.0,AMAT
2019-11-04 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-05 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-06 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-07 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-08 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-11 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-12 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-13 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-14 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-15 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-18 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-19 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-20 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-21 05:00:00,4.0458343359956475,0.0,AMAT
2019-11-22 05:00:00,4.084269762187606,0.009500000000000064,AMAT
2019-11-25 05:00:00,4.084269762187606,0.0,AMAT
2019-11-26 05:00:00,4.084269762187606,0.0,AMAT
2019-11-27 05:00:00,4.123070324928388,0.009500000000000064,AMAT
2019-11-29 05:00:00,4.123070324928388,0.0,AMAT
2019-12-02 05:00:00,4.123070324928388,0.0,AMAT
2019-12-03 05:00:00,4.123070324928388,0.0,AMAT
2019-12-04 05:00:00,3.92722448449429,-0.04749999999999999,AMAT
2019-12-05 05:00:00,3.92722448449429,0.0,AMAT
2019-12-06 05:00:00,3.92722448449429,0.0,AMAT
2019-12-09 05:00:00,3.92722448449429,0.0,AMAT
2019-12-10 05:00:00,3.92722448449429,0.0,AMAT
2019-12-11 05:00:00,3.92722448449429,0.0,AMAT
2019-12-12 05:00:00,3.92722448449429,0.0,AMAT
2019-12-13 05:00:00,3.92722448449429,0.0,AMAT
2019-12-16 05:00:00,3.7406813214808112,-0.04749999999999999,AMAT
2019-12-17 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-18 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-19 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-20 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-23 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-24 05:00:00,3.7406813214808112,0.0,AMAT
2019-12-26 05:00:00,3.452081060323331,-0.07715179037043263,AMAT
2019-12-27 05:00:00,3.452081060323331,0.0,AMAT
2019-12-30 05:00:00,3.452081060323331,0.0,AMAT
2019-12-31 05:00:00,3.452081060323331,0.0,AMAT
2020-01-02 05:00:00,3.452081060323331,0.0,AMAT
2020-01-03 05:00:00,3.452081060323331,0.0,AMAT
2020-01-06 05:00:00,3.452081060323331,0.0,AMAT
2020-01-07 05:00:00,3.452081060323331,0.0,AMAT
2020-01-08 05:00:00,3.452081060323331,0.0,AMAT
2020-01-09 05:00:00,3.4788371969885583,0.007750726647977713,AMAT
2020-01-10 05:00:00,3.4788371969885583,0.0,AMAT
2020-01-13 05:00:00,3.4788371969885583,0.0,AMAT
2020-01-14 05:00:00,3.512987029401358,0.009816450290448087,AMAT
2020-01-15 05:00:00,3.512987029401358,0.0,AMAT
2020-01-16 05:00:00,3.512987029401358,0.0,AMAT
2020-01-17 05:00:00,3.512987029401358,0.0,AMAT
2020-01-21 05:00:00,3.1780825735165266,-0.09533324577685731,AMAT
2020-01-22 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-23 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-24 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-27 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-28 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-29 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-30 05:00:00,3.1780825735165266,0.0,AMAT
2020-01-31 05:00:00,3.1780825735165266,0.0,AMAT
2020-02-03 05:00:00,3.699565744203676,0.16408735727408486,AMAT
2020-02-04 05:00:00,3.699565744203676,0.0,AMAT
2020-02-05 05:00:00,3.699565744203676,0.0,AMAT
2020-02-06 05:00:00,3.699565744203676,0.0,AMAT
2020-02-07 05:00:00,3.699565744203676,0.0,AMAT
2020-02-10 05:00:00,7.276777236782921,0.9669274017319114,AMAT
2020-02-11 05:00:00,7.276777236782921,0.0,AMAT
2020-02-12 05:00:00,7.276777236782921,0.0,AMAT
2020-02-13 05:00:00,7.276777236782921,0.0,AMAT
2020-02-14 05:00:00,7.276777236782921,0.0,AMAT
2020-02-18 05:00:00,7.276777236782921,0.0,AMAT
2020-02-19 05:00:00,23.65934220858715,2.2513489747896966,AMAT
2020-02-20 05:00:00,23.65934220858715,0.0,AMAT
2020-02-21 05:00:00,23.65934220858715,0.0,AMAT
2020-02-24 05:00:00,23.65934220858715,0.0,AMAT
2020-02-25 05:00:00,23.65934220858715,0.0,AMAT
2020-02-26 05:00:00,23.65934220858715,0.0,AMAT
2020-02-27 05:00:00,23.65934220858715,0.0,AMAT
2020-02-28 05:00:00,23.65934220858715,0.0,AMAT
2020-03-02 05:00:00,23.65934220858715,0.0,AMAT
2020-03-03 05:00:00,23.771724084077942,0.004750000000000032,AMAT
2020-03-04 05:00:00,23.771724084077942,0.0,AMAT
2020-03-05 05:00:00,23.771724084077942,0.0,AMAT
2020-03-06 05:00:00,33.76676345360552,0.42045916964946417,AMAT
2020-03-09 04:00:00,33.76676345360552,0.0,AMAT
2020-03-10 04:00:00,33.76676345360552,0.0,AMAT
2020-03-11 04:00:00,33.76676345360552,0.0,AMAT
2020-03-12 04:00:00,33.76676345360552,0.0,AMAT
2020-03-13 04:00:00,33.76676345360552,0.0,AMAT
2020-03-16 04:00:00,33.76676345360552,0.0,AMAT
2020-03-17 04:00:00,33.76676345360552,0.0,AMAT
2020-03-18 04:00:00,33.76676345360552,0.0,AMAT
2020-03-19 04:00:00,33.76676345360552,0.0,AMAT
2020-03-20 04:00:00,33.76676345360552,0.0,AMAT
2020-03-23 04:00:00,37.442972812352586,0.10887064624354847,AMAT
2020-03-24 04:00:00,37.442972812352586,0.0,AMAT
2020-03-25 04:00:00,37.442972812352586,0.0,AMAT
2020-03-26 04:00:00,37.442972812352586,0.0,AMAT
2020-03-27 04:00:00,37.442972812352586,0.0,AMAT
2020-03-30 04:00:00,37.442972812352586,0.0,AMAT
2020-03-31 04:00:00,37.442972812352586,0.0,AMAT
2020-04-01 04:00:00,37.442972812352586,0.0,AMAT
2020-04-02 04:00:00,155.93025568869402,3.1644731701765947,AMAT
2020-04-03 04:00:00,155.93025568869402,0.0,AMAT
2020-04-06 04:00:00,155.93025568869402,0.0,AMAT
2020-04-07 04:00:00,155.93025568869402,0.0,AMAT
2020-04-08 04:00:00,155.93025568869402,0.0,AMAT
2020-04-09 04:00:00,155.93025568869402,0.0,AMAT
2020-04-13 04:00:00,155.93025568869402,0.0,AMAT
2020-04-14 04:00:00,155.93025568869402,0.0,AMAT
2020-04-15 04:00:00,155.93025568869402,0.0,AMAT
2020-04-16 04:00:00,255.02792451053872,0.6355255969033209,AMAT
2020-04-17 04:00:00,255.02792451053872,0.0,AMAT
2020-04-20 04:00:00,255.02792451053872,0.0,AMAT
2020-04-21 04:00:00,255.02792451053872,0.0,AMAT
2020-04-22 04:00:00,255.02792451053872,0.0,AMAT
2020-04-23 04:00:00,255.02792451053872,0.0,AMAT
2020-04-24 04:00:00,242.91409809628814,-0.04749999999999999,AMAT
2020-04-27 04:00:00,242.91409809628814,0.0,AMAT
2020-04-28 04:00:00,242.91409809628814,0.0,AMAT
2020-04-29 04:00:00,242.91409809628814,0.0,AMAT
