asset,q,c,log_likelihood,delta_ll_vs_zero,ks_statistic,pit_ks_pvalue,calibration_warning,mean_drift_var,mean_posterior_unc,n_obs,fallback_reason,timestamp
LUNR,4.109654714538454e-07,0.7322532695188366,2302.273593431871,-35.99525374359882,0.07005680471836062,8.568869985968888e-05,True,1.4057967985427458e-05,2.1160032776635515e-05,1019,,2026-01-09T15:48:22Z
MNTS,2.2339736473353172e-07,0.640720412565523,2482.2834781470424,11.326457676516384,0.04177720003093466,0.010593306508528884,True,8.625932750329796e-05,1.9734115282465e-05,1493,,2026-01-09T15:48:40Z
MRCY,1.6577752864469205e-08,0.7127345521655005,6697.9176799590105,-4.956722742851525,0.027710255196046196,0.028711178351107702,True,1.4649850176875662e-06,2.621410212764824e-06,2751,,2026-01-09T15:49:11Z
MSA,1.0090973876462772e-08,0.8640135230206556,7725.374240984278,-5.180512542909128,0.018611432307210962,0.29280908143628626,False,1.0867793385789361e-06,1.8759402469477797e-06,2751,,2026-01-09T15:49:41Z
NOC,6.255114527090995e-09,0.7205557226640903,8232.61542284334,-3.197598034323164,0.016455090669158123,0.4410046989929901,False,6.530440328747428e-07,9.759374484791932e-07,2751,,2026-01-09T15:50:12Z
NPK,8.0240328412868e-09,0.8721090253649387,7661.188791086586,-3.4951549349443667,0.014761751631899078,0.5812995980872344,False,1.008324415439962e-06,1.4843257590923557e-06,2751,,2026-01-09T15:50:42Z
OPXS,6.235312969000252e-09,0.6642768418962555,5354.539479280667,-2.824636175521846,0.07621901412841403,2.4028473320523794e-14,True,3.4280129181110385e-06,7.963468032352969e-06,2751,,2026-01-09T15:51:26Z
OSK,1.748326470350853e-08,0.8661074973026014,7099.834528653294,-5.845504512534717,0.017455030007482997,0.3674605851187256,False,1.2813772103460003e-06,2.5715862026794867e-06,2751,,2026-01-09T15:51:55Z
PEW,1.7329136209450752e-07,0.5479789872304532,1552.722738481095,-4.6404335211991565,0.07184523330073633,0.013386838877823643,True,4.816279035372658e-06,4.670211366135657e-06,480,,2026-01-09T15:52:00Z
PKE,1.1176423179547393e-08,0.8622731715853215,7382.009642653812,-6.90636406304111,0.020267282606512282,0.20566738815834285,False,5.557590607927711e-07,1.939714434167395e-06,2751,,2026-01-09T15:52:30Z
PL,8.953491760033418e-08,0.6592401423366309,2324.261317332365,-3.704636286242021,0.01722242803209162,0.8745313292083382,False,5.146135735577662e-06,8.36179286809962e-06,1163,,2026-01-09T15:52:43Z
POWW,2.1995146327336067e-08,0.8216576975577534,3989.9585971876345,-3.704801713095094,0.06660528194569992,5.107996257614274e-09,True,3.8794107231067055e-06,9.777688055439162e-06,2223,,2026-01-09T15:53:09Z
PRZO,2.903608044600917e-07,0.7701154272553808,810.6337902870987,-1.7712878724904613,0.06505270439969002,0.012307941533292179,True,2.4405746453723696e-05,3.64721797033517e-05,596,,2026-01-09T15:53:15Z
RCAT,2.8820600587224012e-08,0.5305551449094594,2980.4648190025086,-3.942674230859666,0.1518090203204424,8.083988914398515e-56,True,1.337281926277348e-05,1.069917395713813e-05,2751,,2026-01-09T15:54:03Z
RDW,1.4120646354347975e-07,0.8409370024866069,2255.860317568533,-4.987063201333058,0.02649653526168516,0.3465758186100052,False,1.0578703120934767e-05,1.4494989361947281e-05,1232,,2026-01-09T15:54:16Z
RGR,1.2212921327723671e-08,0.6688456637649183,7239.46339131553,-3.8909291263789783,0.01356379581231193,0.6868649513546896,False,1.7661297419781472e-06,1.9657691064209443e-06,2751,,2026-01-09T15:54:45Z
RKLB,1.3624006678519119e-07,0.8980865247405055,2337.0042790030934,-2.9920909399365883,0.04138223448305911,0.0254416447277922,True,1.047815164894579e-05,1.3103053548483537e-05,1266,,2026-01-09T15:54:59Z
RTX,3.4668049547073335e-09,0.7328188325728195,8234.221773463805,-0.3349752843605529,0.021192647936258135,0.16650825283664017,False,6.287716554348185e-07,7.491721986652521e-07,2751,,2026-01-09T15:55:30Z
SAIC,4.0222096633673795e-09,0.731289587157693,7588.573569359583,1.1248337371853268,0.018152737710162126,0.32104874355661117,False,1.4750797897655407e-06,1.1245076721412106e-06,2751,,2026-01-09T15:56:00Z
SARO,9.021534938351574e-07,1.0407354769976147,743.7168845939252,-5.207493971989493,0.06718794410945789,0.12962305872336422,False,5.451277051034739e-06,2.098363083413573e-05,298,,2026-01-09T15:56:02Z
SATL,7.575947483929018e-08,0.7461215101686398,2294.116255064563,-9.35094085452829,0.04657952854700298,0.011414915723119876,True,5.609768369838088e-06,8.678533771964908e-06,1183,,2026-01-09T15:56:16Z
SIDU,1.6100281383758976e-07,0.4586766628432234,1135.1240518028187,11.763543276011887,0.01854443326054034,0.874847665795639,False,6.952920376838613e-05,2.1293122679464848e-05,1001,,2026-01-09T15:56:36Z
SIF,2.178376342509532e-08,0.6817176584543432,5336.974475108294,-4.144323110429468,0.04529440086817177,2.4201041658966547e-05,True,4.451910443937489e-06,4.831654864804222e-06,2751,,2026-01-09T15:57:22Z
SKYH,3.2636910027376046e-08,0.8723374458540168,3080.9756472184336,-15.863712392117577,0.038899007079880255,0.043394255646533764,True,1.349706002910205e-06,4.36385146777688e-06,1257,,2026-01-09T15:57:37Z
SPAI,1.9213679370718824e-07,0.8858737829037555,363.86393677634845,-0.7087180608318704,0.0653497150824907,0.12225399312312035,False,2.9539774354816572e-05,4.744372310994797e-05,322,,2026-01-09T15:57:39Z
SPCE,1.6277260889301474e-07,0.818963946726716,4695.018018863279,-30.960218431008798,0.025244415453356428,0.14231271104614263,False,2.303647235959456e-05,1.3785351053961604e-05,2060,,2026-01-09T15:58:01Z
SPR,1.9748803123144436e-08,0.748232238945442,6741.278881280653,-1.7396102720804265,0.024142812808934322,0.08181132592253504,False,2.7027997361585333e-06,2.774646650969413e-06,2728,,2026-01-09T15:58:32Z
SWBI,9.202015069992002e-09,0.5495882057037307,6307.736231686054,-2.8639815395099504,0.016007881958327586,0.4763664215246093,False,1.6380807813228827e-06,2.0510814521476076e-06,2751,,2026-01-09T15:59:05Z
TATT,1.6031456612090187e-08,0.6726937722961159,6474.699534089444,-3.930014426501657,0.05299625056795482,3.7230433934596604e-07,True,1.6949302851862836e-06,2.51532631703086e-06,2751,,2026-01-09T15:59:56Z
TDG,5.736156128428649e-09,0.8497276141236838,7686.381580440522,1.8436418126757417,0.02379732305228638,0.08726595295203454,False,1.400116671919184e-06,1.1127500675116668e-06,2751,,2026-01-09T16:00:25Z
TDY,3.804523001524892e-09,0.8411140692737937,7987.826451975573,-1.1010053642057755,0.02118515015398925,0.16679995848573337,False,9.485040809831845e-07,9.779057231111217e-07,2751,,2026-01-09T16:00:53Z
TXT,8.162526941656521e-09,0.7886001149547446,7636.71754807413,-4.971954130173799,0.018881806610282936,0.27700950533187696,False,6.117481664048709e-07,1.3968465455964445e-06,2751,,2026-01-09T16:01:25Z
VSAT,6.264136966283726e-08,0.7752390091177477,6398.797406261698,-8.432401169684454,0.0240391968810183,0.08187077486772454,False,3.5471515956823934e-06,5.820808008071308e-06,2751,,2026-01-09T16:01:55Z
VSEC,4.0591981289587516e-08,0.7582415028954751,6540.244200930239,0.5198361690618185,0.021277798137303544,0.16322375657369959,False,4.549769595223844e-06,4.191033765218935e-06,2751,,2026-01-09T16:02:25Z
VTSI,4.984894632004439e-08,0.7403160679842077,5297.568100526199,-3.4971690536558526,0.03526965902034518,0.0020788908144747736,True,5.056320803170394e-06,7.406484727121758e-06,2751,,2026-01-09T16:02:57Z
VVX,1.5086655204384726e-08,0.7053637080803989,6586.575523466318,-1.8013562516944148,0.032617565857874675,0.0056104490140098115,True,2.186133872842207e-06,2.9185058759195135e-06,2751,,2026-01-09T16:03:27Z
WWD,4.271973491957967e-09,0.7858819966081626,7502.970755509941,-0.9660146172291206,0.013541326543848098,0.6888437293320295,False,1.0133113049416317e-06,1.2028438827221944e-06,2751,,2026-01-09T16:03:56Z
RHM.DE,2.5092212355989566e-08,0.8008994845035841,7115.201402118522,-0.22712175464675965,0.026180537385325886,0.04347653733845125,True,3.3434091902989528e-06,3.0446755126077495e-06,2780,,2026-01-09T16:04:27Z
AIR.PA,4.213229952563801e-09,0.8527043815323909,7600.379023461388,-2.75631605297076,0.01453281748602897,0.589849212378319,False,1.4587063767567765e-06,1.2798700438358486e-06,2801,,2026-01-09T16:04:56Z
HO.PA,9.161306355470883e-09,0.8003990151113005,8137.564903026531,-7.276492544267967,0.015654867220720403,0.4936009220871189,False,9.600683061139926e-07,1.3382049590327222e-06,2801,,2026-01-09T16:05:26Z
HAG.DE,2.7139871679527427e-07,0.8852787215569657,3100.379628769343,-5.541117617186501,0.0384772957243551,0.038409624544613274,True,8.917779096562563e-06,1.2117711536785083e-05,1326,,2026-01-09T16:05:41Z
BA.L,1.2181715389359312e-08,0.8619186074436266,8192.34511533398,-6.477302079429137,0.02292694896170383,0.10772577187374688,False,8.657214151348008e-07,1.4426420640288394e-06,2764,,2026-01-09T16:06:10Z
FACC.VI,1.7861206335769432e-08,0.797397061771766,6736.938000173441,0.7597004101316998,0.017392622603038754,0.3720334725551735,False,3.3146927749223702e-06,2.7446164713033e-06,2750,,2026-01-09T16:06:37Z
MTX.DE,7.623826864981868e-09,0.8598485407367156,7631.862000738882,0.9779262382253364,0.021705441496516487,0.1435287225446248,False,1.3316664273955747e-06,1.5007322202571944e-06,2780,,2026-01-09T16:07:08Z
CMCSA,9.180908704897801e-09,0.8424792025574304,8022.90607800922,-7.463125981866142,0.013974457634164057,0.6505806594420593,False,8.554651844347879e-07,1.3797051370964533e-06,2751,,2026-01-09T16:07:38Z
DIS,5.1165949218886916e-09,0.7763451976593752,8008.710118626653,-5.659572668985675,0.016597919226852498,0.43001759229701964,False,1.2669448300138622e-06,1.0841404105813534e-06,2751,,2026-01-09T16:08:08Z
T,1.57403948843668e-08,0.7316309508281486,8413.341322357746,-3.3152451106434455,0.019588194143097926,0.2386562806590441,False,1.163711811062804e-06,1.3185479660895082e-06,2751,,2026-01-09T16:08:37Z
TMUS,2.307253172526027e-08,0.7679533432574315,7974.0618080788045,-1.5383751387444136,0.016777034528227236,0.4164593756829964,False,1.6343682664935714e-06,1.9727326057345052e-06,2751,,2026-01-09T16:09:07Z
VZ,4.6365399934704466e-09,0.7565136455451725,8706.162610637743,-8.35471031056477,0.020313639297213137,0.20354993664101018,False,4.3124286965285283e-07,7.33493324851849e-07,2751,,2026-01-09T16:09:37Z
CL,7.39475309699639e-09,0.875277865692721,8822.73275093944,-9.91359311679662,0.023003484459115875,0.10711088755269393,False,2.772223382870328e-07,1.009578639841592e-06,2751,,2026-01-09T16:10:07Z
COST,1.9558156691878728e-08,0.8216933139069323,8487.510597065982,8.818851770853144,0.01986533052093431,0.224743098997207,False,2.186815494851595e-06,1.6068138063522377e-06,2751,,2026-01-09T16:10:34Z
KO,2.004841924509164e-09,0.865302412212964,9181.211965238514,-2.2016795935833215,0.016073937734835897,0.47105515073455273,False,3.448599225389478e-07,4.730402116322503e-07,2751,,2026-01-09T16:11:04Z
MDLZ,4.1205003128052105e-09,0.8126298457457101,8538.405246113087,-6.067457026514603,0.016894242400912973,0.40772295150577065,False,3.4374790526037196e-07,7.717117512840766e-07,2751,,2026-01-09T16:11:33Z
MO,1.215619024954938e-08,0.7843595337095776,8440.721032190642,-3.6551078495012916,0.025154675517261527,0.06048898579321871,False,8.269306158977831e-07,1.2176618757610888e-06,2751,,2026-01-09T16:12:02Z
PEP,1.7970551406476188e-09,0.8541730038067455,9016.909041270357,-4.307113179380394,0.018964037849612148,0.27232808652624274,False,2.9786212879038776e-07,4.998798512681128e-07,2751,,2026-01-09T16:12:33Z
PG,2.0917870721520967e-09,0.8152133209230278,9021.891993426667,-2.9753652740837424,0.016606808516090754,0.42933888557783983,False,3.887511246972809e-07,5.04919939455423e-07,2751,,2026-01-09T16:13:04Z
PM,4.957995061011596e-09,0.7890581375314111,8382.70146134235,-0.20253893540029821,0.01811419873816128,0.32350379874614155,False,7.944942216125828e-07,8.379164332970702e-07,2751,,2026-01-09T16:13:32Z
WMT,5.928435837519337e-09,0.7683604328982753,8641.127989531682,-0.15011787084222306,0.023997210661231283,0.08288202074541262,False,8.164971410129713e-07,8.508404941628941e-07,2750,,2026-01-09T16:14:02Z
COP,1.2457927174884568e-08,0.885969942654969,7064.433354346608,-2.370627867181611,0.013402398631034762,0.7010523627412857,False,1.8682886025762091e-06,2.3390433134186607e-06,2751,,2026-01-09T16:14:33Z
CVX,1.0419514866571458e-08,0.8641866595006515,7940.64639061773,-2.8015217028678308,0.02169559574976676,0.1478483266612155,False,1.2941164805297891e-06,1.6023125567568346e-06,2751,,2026-01-09T16:15:05Z
XOM,2.1012484576381653e-08,0.8930365752669547,7991.061389353575,-6.566127490816143,0.01251807963481566,0.7769978071177281,False,1.7347763256566484e-06,2.0975068560917118e-06,2750,,2026-01-09T16:15:34Z
NEE,7.904943135615357e-09,0.8621252188033,8276.565748646335,4.064512084716625,0.018673171138540168,0.2891461657321618,False,1.2871808698181558e-06,1.171592756146099e-06,2751,,2026-01-09T16:16:03Z
SO,1.903418341396987e-09,0.8927359802489996,8725.882693307927,-0.717137835576068,0.018287150879788217,0.31258612922463314,False,9.069253008205863e-07,6.389556391981211e-07,2751,,2026-01-09T16:16:33Z
SPG,4.559790936423962e-09,0.8620385616002789,7762.972427996412,-5.260337878885366,0.021114836014167637,0.1695553299221726,False,4.771074079601217e-07,1.0820408935897448e-06,2751,,2026-01-09T16:17:01Z
LIN,5.202621275819068e-09,0.8592646749472044,8414.898134048395,-6.113107622122698,0.016288581827800908,0.45423665901796484,False,4.958961481877437e-07,9.1181980851568e-07,2750,,2026-01-09T16:17:32Z
NEM,2.788350740381286e-08,0.8667423672394575,6972.751138726818,-0.1910412369434198,0.027997602385192888,0.026285015181304328,True,2.6934587080796646e-06,3.51148283127754e-06,2751,,2026-01-09T16:18:01Z
005930.KS,3.8379570640834865e-08,0.8963938360367705,7432.052262048185,-2.767536247910357,0.019650225092353257,0.2484972009899704,False,2.2721719031546736e-06,2.9533614237134367e-06,2681,,2026-01-09T16:18:30Z
AFK,1.2891984469601772e-08,0.8808036132195243,8431.889382424339,-0.7960342836686323,0.021889653991897684,0.14111396807879473,False,1.1655506784444423e-06,1.3904742840946476e-06,2751,,2026-01-09T16:18:58Z
ANGL,1.3927351302449124e-09,0.8590434486067526,11706.164051969174,6.331973594358715,0.026663217618358437,0.03930268459318964,True,1.6980703694918454e-07,2.0929686687668147e-07,2751,,2026-01-09T16:19:29Z
CNXT,2.4505672567292292e-08,0.8850952458426106,7315.557312077769,1.7468008639798427,0.022976007291083955,0.10785976816713794,False,5.097416289789818e-06,3.0234299939628037e-06,2751,,2026-01-09T16:20:02Z
EGPT,1.2645597955021438e-08,0.8762063393388113,6630.163761374488,-3.9147971284210143,0.044344292676392505,0.00022118611193956084,True,1.6647304315513546e-06,1.7165973982797857e-06,2308,,2026-01-09T16:20:27Z
FLTR,1e-10,0.7438358644398484,15761.521038450235,113.8111788645474,0.03488203444862631,0.00241518584086929,True,2.7407547581749068e-08,9.003804260884275e-09,2751,,2026-01-09T16:21:14Z
GLIN,2.3544824215908563e-08,0.8855998980428289,8219.193058308738,2.7868896089803457,0.027378085545063713,0.03176014592335752,True,2.1530903853691987e-06,2.110365549719013e-06,2751,,2026-01-09T16:21:42Z
MOTG,4.54034373923511e-09,0.9003522281979581,5996.072531884634,-2.2928812643222045,0.030686528641490907,0.06779548194590346,False,7.299025054096906e-07,7.314356227244219e-07,1786,,2026-01-09T16:22:01Z
IDX,2.965120489220629e-09,0.8810990861733915,8272.720200876834,-6.437415350201263,0.021281550084950918,0.1630802261289731,False,4.872240899233291e-07,8.372071216869701e-07,2751,,2026-01-09T16:22:30Z
MLN,7.632064762455077e-09,0.855342028158021,12078.474601946105,10.63173731196548,0.022718939027689733,0.11507798597088326,False,3.834461394510268e-07,2.6991415631291097e-07,2751,,2026-01-09T16:22:58Z
NLR,3.0141489995524565e-09,0.8846090622807605,8787.457997921887,-5.419535099368659,0.0359108386083673,0.001616360304201917,True,5.21683861095267e-07,6.603367332007302e-07,2751,,2026-01-09T16:23:28Z
